"","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"2878",123,"Friday Aug 17","boxscore","SFG","@","CIN","L-wo",1,2,11,"61-62",4,"7.0","Hernandez","Black","","3:04","N",19540,"--",NA
"2879",124,"Saturday Aug 18","boxscore","SFG","@","CIN","L",1,7,NA,"61-63",4,"7.0","Harvey","Bumgarner","","2:35","N",23878,"---",NA
"2880",125,"Sunday Aug 19","boxscore","SFG","@","CIN","L",4,11,NA,"61-64",4,"8.0","Castillo","Suarez","","2:50","D",22756,"----",NA
"2881",126,"Monday Aug 20","boxscore","SFG","@","NYM","W",2,1,13,"62-64",4,"7.5","Law","Bashlor","","4:20","N",24811,"+",NA
"2882",127,"Tuesday Aug 21","boxscore","SFG","@","NYM","L",3,6,NA,"62-65",4,"8.5","Oswalt","Watson","","2:24","N",24999,"-",NA
"2883",128,"Wednesday Aug 22","boxscore","SFG","@","NYM","L",3,5,NA,"62-66",4,"9.5","Syndergaard","Kelly","Sewald","2:44","N",28157,"--",NA
"2884",129,"Thursday Aug 23","boxscore","SFG","@","NYM","W",3,1,NA,"63-66",4,"9.0","Bumgarner","deGrom","Smith","2:36","D",25584,"+",NA
"2885",130,"Friday Aug 24","boxscore","SFG","","TEX","L",6,7,10,"63-67",4,"9.0","Gearrin","Dyson","Leclerc","3:48","N",39845,"-",NA
"2886",131,"Saturday Aug 25","boxscore","SFG","","TEX","W",5,3,NA,"64-67",4,"8.0","Suarez","Perez","Melancon","3:08","D",40287,"+",NA
"2887",132,"Sunday Aug 26","boxscore","SFG","","TEX","W",3,1,NA,"65-67",4,"8.0","Holland","Gallardo","Melancon","2:35","D",39260,"++",NA
"2888",133,"Monday Aug 27","boxscore","SFG","","ARI","W",2,0,NA,"66-67",4,"7.0","Stratton","Corbin","Strickland","2:32","N",38808,"+++",NA
"2889",134,"Tuesday Aug 28","boxscore","SFG","","ARI","W-wo",1,0,NA,"67-67",4,"6.0","Smith","Ziegler","","3:03","N",37276,"++++",NA
"2890",135,"Wednesday Aug 29","boxscore","SFG","","ARI","L",1,3,NA,"67-68",4,"7.0","Godley","Rodriguez","Boxberger","2:45","N",35626,"-",NA
"2891",136,"Friday Aug 31","boxscore","SFG","","NYM","W",7,0,NA,"68-68",4,"6.5","Suarez","Wheeler","","2:22","N",39057,"+",NA
"2892",137,"Saturday Sep 1","boxscore","SFG","","NYM","L",1,2,11,"68-69",4,"6.5","Blevins","Strickland","Gsellman","2:56","D",38875,"-",NA
"2893",138,"Sunday Sep 2","boxscore","SFG","","NYM","L",1,4,NA,"68-70",4,"7.5","Syndergaard","Stratton","","2:23","D",39692,"--",NA
"2894",139,"Monday Sep 3","boxscore","SFG","@","COL","L",8,9,NA,"68-71",4,"8.0","Oh","Watson","Davis","3:18","D",43256,"---",NA
"2895",140,"Tuesday Sep 4","boxscore","SFG","@","COL","L",2,6,NA,"68-72",4,"9.0","Rusin","Moronta","","3:09","N",24727,"----",NA
"2896",141,"Wednesday Sep 5","boxscore","SFG","@","COL","L",3,5,NA,"68-73",4,"10.0","Musgrave","Suarez","Ottavino","2:48","N",24790,"-----",NA
"2897",142,"Friday Sep 7","boxscore","SFG","@","MIL","L",2,4,NA,"68-74",4,"10.0","Hader","Strickland","Jeffress","2:51","N",30916,"------",NA
"2898",143,"Saturday Sep 8","boxscore","SFG","@","MIL","L",3,4,NA,"68-75",4,"11.0","Gonzalez","Stratton","Jeffress","2:53","N",40686,"-------",NA
"2899",144,"Sunday Sep 9","boxscore","SFG","@","MIL","L",3,6,NA,"68-76",4,"11.0","Burnes","Bumgarner","Knebel","2:52","D",35388,"--------",NA
"2900",145,"Monday Sep 10","boxscore","SFG","","ATL","L",1,4,NA,"68-77",4,"12.0","Newcomb","Rodriguez","Minter","2:33","N",35996,"---------",NA
"2901",146,"Tuesday Sep 11","boxscore","SFG","","ATL","L",1,4,NA,"68-78",4,"12.0","Foltynewicz","Suarez","","2:31","N",35285,"----------",NA
"2902",147,"Wednesday Sep 12","boxscore","SFG","","ATL","L",1,2,NA,"68-79",4,"13.0","Winkler","Smith","Venters","2:59","D",38156,"-----------",NA
"2903",148,"Friday Sep 14","boxscore","SFG","","COL","W",2,0,NA,"69-79",4,"12.5","Stratton","Anderson","","2:20","N",37800,"+",NA
"2904",149,"Saturday Sep 15","boxscore","SFG","","COL","W",3,0,NA,"70-79",4,"12.0","Bumgarner","Marquez","Smith","2:28","N",38204,"++",NA
"2905",150,"Sunday Sep 16","boxscore","SFG","","COL","L",2,3,NA,"70-80",4,"12.5","Senzatela","Rodriguez","Davis","3:02","D",38824,"-",NA
"2906",151,"Monday Sep 17","boxscore","SFG","@","SDP","W",4,2,NA,"71-80",4,"12.0","Suarez","Mitchell","Smith","2:41","N",23653,"+",NA
"2907",152,"Tuesday Sep 18","boxscore","SFG","@","SDP","W",5,4,NA,"72-80",4,"12.0","Dyson","Stammen","Smith","3:20","N",26285,"++",NA
"2908",153,"Wednesday Sep 19","boxscore","SFG","@","SDP","L",4,8,NA,"72-81",4,"13.0","Erlin","Stratton","","2:54","N",31933,"-",NA
"2909",154,"Friday Sep 21","boxscore","SFG","@","STL","L",3,5,NA,"72-82",4,"13.0","Brebbia","Melancon","Martinez","3:22","N",45892,"--",NA
"2910",155,"Saturday Sep 22","boxscore","SFG","@","STL","L-wo",4,5,10,"72-83",4,"14.0","Martinez","Melancon","","3:13","D",45878,"---",NA
"2911",156,"Sunday Sep 23","boxscore","SFG","@","STL","L",2,9,NA,"72-84",4,"15.0","Mikolas","Suarez","","3:02","D",46596,"----",NA
"2912",157,"Monday Sep 24","boxscore","SFG","","SDP","L",0,5,NA,"72-85",4,"16.0","Mitchell","Holland","Yates","2:41","N",35428,"-----",NA
"2913",158,"Tuesday Sep 25","boxscore","SFG","","SDP","W-wo",5,4,12,"73-85",4,"15.0","Melancon","Wick","","3:38","N",36063,"+",NA
"2914",159,"Wednesday Sep 26","boxscore","SFG","","SDP","L",2,3,NA,"73-86",4,"15.5","Diaz","Kelly","Yates","2:57","N",36044,"-",NA
"2915",160,"Friday Sep 28","boxscore","SFG","","LAD","L",1,3,NA,"73-87",4,"17.0","Ryu","Bumgarner","Jansen","3:16","N",41167,"--",NA
"2916",161,"Saturday Sep 29","boxscore","SFG","","LAD","L",6,10,NA,"73-88",4,"17.0","Wood","Melancon","","3:33","D",41768,"---",NA
"2917",162,"Sunday Sep 30","boxscore","SFG","","LAD","L",0,15,NA,"73-89",4,"18.0","Hill","Suarez","","2:47","D",41280,"----",NA
"2918",1,"Thursday Mar 29","boxscore","SEA","","CLE","W",2,1,NA,"1-0",1,"Tied","Hernandez","Kluber","Diaz","2:35","N",47149,"+",NA
"2919",2,"Saturday Mar 31","boxscore","SEA","","CLE","L",5,6,NA,"1-1",3,"0.5","Carrasco","Paxton","Allen","2:47","D",35881,"-",NA
"2920",3,"Sunday Apr 1","boxscore","SEA","","CLE","W",5,4,NA,"2-1",3,"0.5","Leake","Otero","Diaz","2:57","D",24506,"+",NA
"2921",4,"Tuesday Apr 3","boxscore","SEA","@","SFG","W",6,4,NA,"3-1",2,"1.0","Gonzales","Blach","Diaz","3:02","D",40901,"++",NA
"2922",5,"Wednesday Apr 4","boxscore","SEA","@","SFG","L",1,10,NA,"3-2",3,"2.0","Cueto","Hernandez","","2:52","D",42582,"-",NA
"2923",6,"Thursday Apr 5","boxscore","SEA","@","MIN","L",2,4,NA,"3-3",3,"2.5","Duke","Altavilla","Rodney","3:09","D",39214,"--",NA
"2924",7,"Saturday Apr 7","boxscore","SEA","@","MIN","W",11,4,NA,"4-3",3,"2.0","Leake","Berrios","","3:36","D",18416,"+",NA
"2925",8,"Monday Apr 9","boxscore","SEA","@","KCR","L",0,10,NA,"4-4",3,"3.5","Junis","Gonzales","","2:45","N",12324,"-",NA
"2926",9,"Tuesday Apr 10","boxscore","SEA","@","KCR","W",8,3,NA,"5-4",3,"2.5","Hernandez","Skoglund","","2:58","N",14850,"+",NA
"2927",10,"Wednesday Apr 11","boxscore","SEA","@","KCR","W",4,2,NA,"6-4",3,"2.5","Vincent","Grimm","Diaz","2:48","D",14314,"++",NA
"2928",11,"Friday Apr 13","boxscore","SEA","","OAK","W",7,4,NA,"7-4",3,"3.0","Altavilla","Coulombe","Diaz","3:08","N",25352,"+++",NA
"2929",12,"Saturday Apr 14","boxscore","SEA","","OAK","W",10,8,NA,"8-4",3,"3.0","Bradford","Graveman","Diaz","3:32","N",29013,"++++",NA
"2930",13,"Sunday Apr 15","boxscore","SEA","","OAK","L",1,2,NA,"8-5",3,"3.5","Manaea","Hernandez","Treinen","2:40","D",25882,"-",NA
"2931",14,"Monday Apr 16","boxscore","SEA","","HOU","W",2,1,NA,"9-5",2,"3.0","Paxton","Keuchel","Diaz","2:21","N",12923,"+",NA
"2932",15,"Tuesday Apr 17","boxscore","SEA","","HOU","L",1,4,NA,"9-6",3,"3.0","McCullers","Altavilla","Devenski","2:48","N",15382,"-",NA
"2933",16,"Wednesday Apr 18","boxscore","SEA","","HOU","L",1,7,NA,"9-7",3,"3.0","Cole","Leake","","2:45","N",14643,"--",NA
"2934",17,"Thursday Apr 19","boxscore","SEA","","HOU","L",2,9,NA,"9-8",3,"3.0","Morton","Gonzales","","3:02","D",16927,"---",NA
"2935",18,"Friday Apr 20","boxscore","SEA","@","TEX","W",6,2,NA,"10-8",3,"2.5","Nicasio","Kela","","3:20","N",27811,"+",NA
"2936",19,"Saturday Apr 21","boxscore","SEA","@","TEX","W",9,7,NA,"11-8",3,"2.5","Bradford","Claudio","Diaz","3:29","N",39016,"++",NA
"2937",20,"Sunday Apr 22","boxscore","SEA","@","TEX","L",4,7,NA,"11-9",3,"3.5","Perez","Ramirez","Kela","2:55","D",33661,"-",NA
"2938",21,"Monday Apr 23","boxscore","SEA","@","CHW","L",4,10,NA,"11-10",3,"3.5","Fulmer","Leake","Beck","2:56","N",13614,"--",NA
"2939",22,"Tuesday Apr 24","boxscore","SEA","@","CHW","W",1,0,NA,"12-10",3,"3.0","Gonzales","Volstad","Diaz","2:52","D",10761,"+",NA
"2940",23,"Wednesday Apr 25","boxscore","SEA","@","CHW","W",4,3,NA,"13-10",3,"2.5","Hernandez","Shields","Diaz","2:57","D",11417,"++",NA
"2941",24,"Thursday Apr 26","boxscore","SEA","@","CLE","W",5,4,NA,"14-10",3,"2.0","Altavilla","Goody","Diaz","2:46","N",12133,"+++",NA
"2942",25,"Friday Apr 27","boxscore","SEA","@","CLE","L",5,6,NA,"14-11",3,"2.0","Kluber","Ramirez","","2:36","N",16335,"-",NA
"2943",26,"Saturday Apr 28","boxscore","SEA","@","CLE","W",12,4,NA,"15-11",3,"2.0","Leake","Carrasco","","3:00","D",19172,"+",NA
"2944",27,"Sunday Apr 29","boxscore","SEA","@","CLE","W",10,4,NA,"16-11",2,"2.0","Gonzales","Tomlin","","3:01","D",17878,"++",NA
"2945",28,"Tuesday May 1","boxscore","SEA","","OAK","W",6,3,NA,"17-11",2,"1.5","Hernandez","Triggs","Diaz","3:06","N",12468,"+++",NA
"2946",29,"Wednesday May 2","boxscore","SEA","","OAK","L",2,3,NA,"17-12",3,"1.5","Treinen","Diaz","","2:25","N",11603,"-",NA
"2947",30,"Thursday May 3","boxscore","SEA","","OAK","W",4,1,NA,"18-12",3,"0.5","Bradford","Manaea","Diaz","2:31","N",12888,"+",NA
"2948",31,"Friday May 4","boxscore","SEA","","LAA","L",0,5,NA,"18-13",3,"1.5","Richards","Leake","","3:10","N",41705,"-",NA
"2949",32,"Saturday May 5","boxscore","SEA","","LAA","W-wo",9,8,11,"19-13",3,"0.5","Goeddel","Johnson","","4:29","N",36977,"+",NA
"2950",33,"Sunday May 6","boxscore","SEA","","LAA","L",2,8,NA,"19-14",3,"1.5","Ohtani","Hernandez","","3:11","D",40142,"-",NA
"2951",34,"Tuesday May 8","boxscore","SEA","@","TOR","W",5,0,NA,"20-14",3,"1.0","Paxton","Stroman","","2:19","N",20513,"+",NA
"2952",35,"Wednesday May 9","boxscore","SEA","@","TOR","L",2,5,NA,"20-15",3,"2.0","Tepera","Nicasio","Clippard","3:08","N",20290,"-",NA
"2953",36,"Thursday May 10","boxscore","SEA","@","TOR","W",9,3,NA,"21-15",3,"1.5","Leake","Happ","","2:58","N",22315,"+",NA
"2954",37,"Saturday May 12 (1)","boxscore","SEA","@","DET","L",3,4,NA,"21-16",3,"1.5","Boyd","Gonzales","Greene","2:35","N",NA,"-",NA
"2955",38,"Saturday May 12 (2)","boxscore","SEA","@","DET","W",9,5,NA,"22-16",3,"1.5","Hernandez","Fulmer","","3:35","N",25506,"+",NA
"2956",39,"Sunday May 13","boxscore","SEA","@","DET","L-wo",4,5,NA,"22-17",3,"2.5","Greene","Nicasio","","2:57","D",24718,"-",NA
"2957",40,"Monday May 14","boxscore","SEA","@","MIN","W",1,0,NA,"23-17",3,"1.5","Pazos","Hildenberger","Diaz","2:53","N",16581,"+",NA
"2958",41,"Tuesday May 15","boxscore","SEA","","TEX","W-wo",9,8,11,"24-17",3,"1.5","Goeddel","Claudio","","4:26","N",14670,"++",NA
"2959",42,"Wednesday May 16","boxscore","SEA","","TEX","L",1,5,NA,"24-18",3,"2.5","Colon","Pazos","","2:52","D",20629,"-",NA
"2960",43,"Thursday May 17","boxscore","SEA","","DET","L",2,3,NA,"24-19",3,"3.0","Saupold","Vincent","Greene","3:08","N",15169,"--",NA
"2961",44,"Friday May 18","boxscore","SEA","","DET","W",5,4,NA,"25-19",2,"3.0","Altavilla","Farmer","Diaz","2:48","N",34932,"+",NA
"2962",45,"Saturday May 19","boxscore","SEA","","DET","W",7,2,NA,"26-19",2,"2.0","Paxton","Fiers","","2:34","N",35739,"++",NA
"2963",46,"Sunday May 20","boxscore","SEA","","DET","W-wo",3,2,11,"27-19",2,"2.0","Vincent","Farmer","","3:21","D",34252,"+++",NA
"2964",47,"Tuesday May 22","boxscore","SEA","@","OAK","W",3,2,10,"28-19",2,"2.0","Vincent","Petit","Diaz","2:50","N",9408,"++++",NA
"2965",48,"Wednesday May 23","boxscore","SEA","@","OAK","W",1,0,NA,"29-19",2,"2.0","Gonzales","Gossett","Diaz","2:43","N",6991,"+++++",NA
"2966",49,"Thursday May 24","boxscore","SEA","@","OAK","L",3,4,NA,"29-20",2,"3.0","Petit","Hernandez","Treinen","2:44","D",12633,"-",NA
"2967",50,"Friday May 25","boxscore","SEA","","MIN","W",2,1,NA,"30-20",2,"3.0","Paxton","Romero","Diaz","2:14","N",19924,"+",NA
"2968",51,"Saturday May 26","boxscore","SEA","","MIN","W-wo",4,3,12,"31-20",2,"2.0","Bradford","Magill","","3:40","N",23986,"++",NA
"2969",52,"Sunday May 27","boxscore","SEA","","MIN","W",3,1,NA,"32-20",2,"1.0","Leake","Berrios","Colome","2:18","D",31340,"+++",NA
"2970",53,"Monday May 28","boxscore","SEA","","TEX","W",2,1,NA,"33-20",2,"1.0","Gonzales","Fister","Diaz","2:32","D",26236,"++++",NA
"2971",54,"Tuesday May 29","boxscore","SEA","","TEX","L",5,9,NA,"33-21",2,"1.0","Claudio","Diaz","","3:40","N",13259,"-",NA
"2972",55,"Wednesday May 30","boxscore","SEA","","TEX","L",6,7,NA,"33-22",2,"1.0","Barnette","Rzepczynski","Kela","3:17","N",13070,"--",NA
"2973",56,"Thursday May 31","boxscore","SEA","","TEX","W",6,1,NA,"34-22",2,"1.0","LeBlanc","Minor","","2:53","N",15630,"+",NA
"2974",57,"Friday Jun 1","boxscore","SEA","","TBR","W-wo",4,3,13,"35-22",2,"1.0","Elias","Andriese","","4:16","N",22636,"++",NA
"2975",58,"Saturday Jun 2","boxscore","SEA","","TBR","W",3,1,NA,"36-22",1,"Tied","Gonzales","Archer","Diaz","2:57","N",28599,"+++",NA
"2976",59,"Sunday Jun 3","boxscore","SEA","","TBR","W",2,1,NA,"37-22",1,"up 1.0","Hernandez","Alvarado","Diaz","2:40","D",26567,"++++",NA
"2977",60,"Tuesday Jun 5","boxscore","SEA","@","HOU","W",7,1,NA,"38-22",1,"up 2.0","Paxton","Keuchel","","2:29","N",35646,"+++++",NA
"2978",61,"Wednesday Jun 6","boxscore","SEA","@","HOU","L",5,7,NA,"38-23",1,"up 1.0","Devenski","Nicasio","Rondon","3:14","N",30361,"-",NA
"2979",62,"Thursday Jun 7","boxscore","SEA","@","TBR","W",5,4,NA,"39-23",1,"up 1.0","Leake","Pruitt","","2:43","N",10342,"+",NA
"2980",63,"Friday Jun 8","boxscore","SEA","@","TBR","W",4,3,NA,"40-23",1,"up 1.0","Gonzales","Font","Diaz","2:50","N",12435,"++",NA
"2981",64,"Saturday Jun 9","boxscore","SEA","@","TBR","L",3,7,NA,"40-24",1,"Tied","Snell","Hernandez","Roe","2:52","D",12258,"-",NA
"2982",65,"Sunday Jun 10","boxscore","SEA","@","TBR","W",5,4,NA,"41-24",1,"Tied","Paxton","Alvarado","Diaz","2:50","D",10512,"+",NA
"2983",66,"Monday Jun 11","boxscore","SEA","","LAA","W",5,3,NA,"42-24",1,"up 0.5","LeBlanc","Heaney","Diaz","2:35","N",20116,"++",NA
"2984",67,"Tuesday Jun 12","boxscore","SEA","","LAA","W",6,3,NA,"43-24",1,"up 0.5","Leake","Barria","Diaz","3:01","N",20402,"+++",NA
"2985",68,"Wednesday Jun 13","boxscore","SEA","","LAA","W-wo",8,6,NA,"44-24",1,"up 0.5","Elias","Drake","","3:35","D",28236,"++++",NA
"2986",69,"Thursday Jun 14","boxscore","SEA","","BOS","L",1,2,NA,"44-25",2,"0.5","Price","Hernandez","Kimbrel","2:56","N",30479,"-",NA
"2987",70,"Friday Jun 15","boxscore","SEA","","BOS","W",7,6,NA,"45-25",2,"0.5","Cook","Barnes","Diaz","3:09","N",44459,"+",NA
"2988",71,"Saturday Jun 16","boxscore","SEA","","BOS","W",1,0,NA,"46-25",2,"0.5","LeBlanc","Wright","Diaz","2:22","N",44151,"++",NA
"2989",72,"Sunday Jun 17","boxscore","SEA","","BOS","L",3,9,NA,"46-26",2,"1.5","Rodriguez","Leake","","3:15","D",46462,"-",NA
"2990",73,"Tuesday Jun 19","boxscore","SEA","@","NYY","L",2,7,NA,"46-27",2,"2.0","German","Gonzales","","2:28","N",45122,"--",NA
"2991",74,"Wednesday Jun 20","boxscore","SEA","@","NYY","L-wo",5,7,NA,"46-28",2,"3.0","Chapman","Cook","","3:28","N",46047,"---",NA
"2992",75,"Thursday Jun 21","boxscore","SEA","@","NYY","L",3,4,NA,"46-29",2,"3.5","Severino","Paxton","Chapman","2:51","D",46658,"----",NA
"2993",76,"Friday Jun 22","boxscore","SEA","@","BOS","L",10,14,NA,"46-30",2,"3.5","Barnes","Nicasio","","3:34","N",37342,"-----",NA
"2994",77,"Saturday Jun 23","boxscore","SEA","@","BOS","W",7,2,NA,"47-30",2,"3.5","Leake","Rodriguez","","3:01","N",36051,"+",NA
"2995",78,"Sunday Jun 24","boxscore","SEA","@","BOS","L",0,5,NA,"47-31",2,"4.5","Sale","Gonzales","","2:29","D",36274,"-",NA
"2996",79,"Monday Jun 25","boxscore","SEA","@","BAL","W",5,3,NA,"48-31",2,"3.5","Hernandez","Castro","Diaz","3:02","N",21202,"+",NA
"2997",80,"Tuesday Jun 26","boxscore","SEA","@","BAL","W",3,2,NA,"49-31",2,"3.5","Paxton","O'Day","Diaz","2:41","N",16327,"++",NA
"2998",81,"Wednesday Jun 27","boxscore","SEA","@","BAL","W",8,7,11,"50-31",2,"3.5","Bradford","Givens","Diaz","3:39","N",15502,"+++",NA
"2999",82,"Thursday Jun 28","boxscore","SEA","@","BAL","W",4,2,10,"51-31",2,"3.5","Pazos","Castro","Nicasio","3:04","D",14263,"++++",NA
"3000",83,"Friday Jun 29","boxscore","SEA","","KCR","W",4,1,NA,"52-31",2,"2.5","Gonzales","Kennedy","","2:26","N",25558,"+++++",NA
"3001",84,"Saturday Jun 30","boxscore","SEA","","KCR","W",6,4,NA,"53-31",2,"1.5","Hernandez","Hammel","Diaz","2:38","N",33395,"++++++",NA
"3002",85,"Sunday Jul 1","boxscore","SEA","","KCR","W",1,0,NA,"54-31",2,"0.5","Paxton","Keller","Diaz","2:00","D",38344,"+++++++",NA
"3003",86,"Tuesday Jul 3","boxscore","SEA","","LAA","W",4,1,NA,"55-31",2,"0.5","LeBlanc","Heaney","Diaz","2:27","N",38624,"++++++++",NA
"3004",87,"Wednesday Jul 4","boxscore","SEA","","LAA","L",4,7,NA,"55-32",2,"1.5","Richards","Leake","Parker","3:33","D",39518,"-",NA
"3005",88,"Thursday Jul 5","boxscore","SEA","","LAA","W",4,1,NA,"56-32",2,"1.5","Gonzales","Barria","Diaz","3:22","N",32128,"+",NA
"3006",89,"Friday Jul 6","boxscore","SEA","","COL","L",1,7,NA,"56-33",2,"2.5","Marquez","Hernandez","","3:11","N",26554,"-",NA
"3007",90,"Saturday Jul 7","boxscore","SEA","","COL","L",1,5,NA,"56-34",2,"3.5","Oberg","Paxton","","2:53","D",36104,"--",NA
"3008",91,"Sunday Jul 8","boxscore","SEA","","COL","W",6,4,NA,"57-34",2,"3.5","LeBlanc","Senzatela","Diaz","2:28","D",34440,"+",NA
"3009",92,"Tuesday Jul 10","boxscore","SEA","@","LAA","L",3,9,NA,"57-35",2,"4.0","Ramirez","Leake","","3:10","N",33092,"-",NA
"3010",93,"Wednesday Jul 11","boxscore","SEA","@","LAA","W",3,0,NA,"58-35",2,"3.0","Gonzales","Barria","Diaz","2:40","N",35591,"+",NA
"3011",94,"Thursday Jul 12","boxscore","SEA","@","LAA","L",2,11,NA,"58-36",2,"3.0","Skaggs","Paxton","","3:02","N",44027,"-",NA
"3012",95,"Friday Jul 13","boxscore","SEA","@","COL","L",7,10,NA,"58-37",2,"4.0","Musgrave","Bergman","Davis","3:19","N",38126,"--",NA
"3013",96,"Saturday Jul 14","boxscore","SEA","@","COL","L",1,4,NA,"58-38",2,"5.0","Gray","LeBlanc","Davis","2:50","N",47789,"---",NA
"3014",97,"Sunday Jul 15","boxscore","SEA","@","COL","L-wo",3,4,NA,"58-39",2,"5.0","Oberg","Vincent","","3:11","D",35630,"----",NA
"3015",98,"Friday Jul 20","boxscore","SEA","","CHW","W",3,1,NA,"59-39",2,"5.0","LeBlanc","Shields","Diaz","2:37","N",43331,"+",NA
"3016",99,"Saturday Jul 21","boxscore","SEA","","CHW","L",0,5,NA,"59-40",2,"6.0","Covey","Hernandez","","2:28","N",38186,"-",NA
"3017",100,"Sunday Jul 22","boxscore","SEA","","CHW","W",8,2,NA,"60-40",2,"5.0","Gonzales","Lopez","","2:53","D",38207,"+",NA
"3018",101,"Tuesday Jul 24","boxscore","SEA","","SFG","L",3,4,NA,"60-41",2,"6.0","Watson","Diaz","Smith","2:58","N",40276,"-",NA
"3019",102,"Wednesday Jul 25","boxscore","SEA","","SFG","W",3,2,NA,"61-41",2,"5.0","Colome","Watson","Diaz","2:37","D",45548,"+",NA
"3020",103,"Friday Jul 27","boxscore","SEA","@","LAA","L-wo",3,4,10,"61-42",2,"5.0","Johnson","Nicasio","","2:54","N",42336,"-",NA
"3021",104,"Saturday Jul 28","boxscore","SEA","@","LAA","L",5,11,NA,"61-43",2,"5.0","Barria","Hernandez","","2:41","N",43325,"--",NA
"3022",105,"Sunday Jul 29","boxscore","SEA","@","LAA","W",8,5,NA,"62-43",2,"4.0","Gonzales","Pena","Diaz","3:32","D",35396,"+",NA
"3023",106,"Monday Jul 30","boxscore","SEA","","HOU","W",2,0,NA,"63-43",2,"3.0","Paxton","Cole","Diaz","2:19","N",35198,"++",NA
"3024",107,"Tuesday Jul 31","boxscore","SEA","","HOU","L",2,5,NA,"63-44",2,"4.0","Morton","Leake","Rondon","3:09","N",28478,"-",NA
"3025",108,"Wednesday Aug 1","boxscore","SEA","","HOU","L",3,8,NA,"63-45",2,"5.0","Keuchel","LeBlanc","","3:02","D",34575,"--",NA
"3026",109,"Thursday Aug 2","boxscore","SEA","","TOR","L",3,7,NA,"63-46",3,"5.5","Hauschild","Nicasio","","3:01","N",26110,"---",NA
"3027",110,"Friday Aug 3","boxscore","SEA","","TOR","L",2,7,NA,"63-47",3,"6.5","Borucki","Gonzales","","2:23","N",30715,"----",NA
"3028",111,"Saturday Aug 4","boxscore","SEA","","TOR","L",1,5,NA,"63-48",3,"7.5","Estrada","Paxton","","2:34","N",41238,"-----",NA
"3029",112,"Sunday Aug 5","boxscore","SEA","","TOR","W",6,3,NA,"64-48",3,"6.5","Duke","Biagini","Diaz","2:37","D",40515,"+",NA
"3030",113,"Monday Aug 6","boxscore","SEA","@","TEX","W",4,3,12,"65-48",3,"6.5","Tuivailala","Butler","Diaz","3:54","N",17759,"++",NA
"3031",114,"Tuesday Aug 7","boxscore","SEA","@","TEX","L",4,11,NA,"65-49",3,"7.5","Colon","Hernandez","","2:26","N",17575,"-",NA
"3032",115,"Wednesday Aug 8","boxscore","SEA","@","TEX","L",7,11,NA,"65-50",3,"8.0","Gallardo","Gonzales","","3:13","D",20116,"--",NA
"3033",116,"Thursday Aug 9","boxscore","SEA","@","HOU","W",8,6,NA,"66-50",3,"7.0","Paxton","Verlander","Diaz","3:36","N",34976,"+",NA
"3034",117,"Friday Aug 10","boxscore","SEA","@","HOU","W",5,2,NA,"67-50",3,"6.0","Warren","Cole","Diaz","2:48","N",41236,"++",NA
"3035",118,"Saturday Aug 11","boxscore","SEA","@","HOU","W",3,2,NA,"68-50",3,"5.0","LeBlanc","Morton","Diaz","2:56","N",38888,"+++",NA
"3036",119,"Sunday Aug 12","boxscore","SEA","@","HOU","W",4,3,10,"69-50",3,"4.0","Duke","Osuna","Diaz","3:10","D",40048,"++++",NA
"3037",120,"Monday Aug 13","boxscore","SEA","@","OAK","L",6,7,NA,"69-51",3,"4.5","Manaea","Gonzales","Treinen","3:09","N",10400,"-",NA
"3038",121,"Tuesday Aug 14","boxscore","SEA","@","OAK","L",2,3,NA,"69-52",3,"4.5","Fiers","Hernandez","Treinen","2:28","N",17419,"--",NA
"3039",122,"Wednesday Aug 15","boxscore","SEA","@","OAK","W",2,0,12,"70-52",3,"4.5","Pazos","Petit","Diaz","3:13","D",17078,"+",NA
"3040",123,"Friday Aug 17","boxscore","SEA","","LAD","L",1,11,NA,"70-53",3,"4.5","Buehler","LeBlanc","","2:44","N",46796,"-",NA
"3041",124,"Saturday Aug 18","boxscore","SEA","","LAD","W-wo",5,4,10,"71-53",3,"3.5","Warren","Ferguson","","3:36","N",43264,"+",NA
"3042",125,"Sunday Aug 19","boxscore","SEA","","LAD","L",1,12,NA,"71-54",3,"4.5","Kershaw","Elias","","3:12","D",45419,"-",NA
"3043",126,"Monday Aug 20","boxscore","SEA","","HOU","W",7,4,NA,"72-54",3,"3.5","Colome","McHugh","Diaz","3:05","N",27072,"+",NA
"3044",127,"Tuesday Aug 21","boxscore","SEA","","HOU","L",2,3,NA,"72-55",3,"4.5","Valdez","Detwiler","Rondon","2:56","N",25415,"-",NA
"3045",128,"Wednesday Aug 22","boxscore","SEA","","HOU","L",7,10,NA,"72-56",3,"5.5","Morton","Gonzales","Osuna","3:13","D",31062,"--",NA
"3046",129,"Friday Aug 24","boxscore","SEA","@","ARI","W",6,3,NA,"73-56",3,"5.5","Ramirez","Godley","Diaz","2:47","N",43867,"+",NA
"3047",130,"Saturday Aug 25","boxscore","SEA","@","ARI","W",4,3,10,"74-56",3,"5.5","Colome","Diekman","Diaz","4:11","N",34968,"++",NA
